indeks,Komentar_bersih,Label_Validator,Detected_Lang
15679,buruan join di ####### emoji_flag_in_hole emoji_orthodox_cross emoji_rescue_worker's_helmet emoji_check_box_with_check  emoji_male_sign emoji_keycap_6 17#######.,1.0,fi
15681,ga rugi main di emoji_heart_suit a emoji_heart_suit l emoji_heart_suit e emoji_heart_suit x emoji_heart_suit i emoji_heart_suit s emoji_heart_suit 1 emoji_heart_suit 7 emoji_heart_suit .,1.0,it
15682,cuman modal 25k aku udah wede jutaan di emoji_telephone emoji_hot_springs emoji_soccer_ball emoji_right_arrow_curving_left emoji_keycap_9 emoji_pisces 17!.,1.0,so
15686,tim alexis17 the best cepet tanggap.,1.0,en
15688,dp 25k wede 1jtan di m emoji_balance_scale emoji_eight-spoked_asterisk emoji_raised_hand emoji_hot_beverage emoji_infinity 17.,1.0,af
15692,emoji_victory_hand emoji_sparkles emoji_index_pointing_up emoji_crossed_swords emoji_pisces emoji_chess_pawn emoji_check_box_with_check 17 emoji_victory_hand bisa dapet motor say.,1.0,tl
15695,geloo weton88 cair terus x100,1.0,nl
15697,auto jepey! weton88,1.0,pl
15699,"wajar banget sih banyak yang suka sama uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu, hasilnya ternyata nyata banget!.",1.0,so
15705,serius deh emoji_skull_and_crossbones emoji_record_button emoji_keycap_3 emoji_keycap_0 emoji_libra emoji_double_exclamation_mark 17 gk ngebosenin.,1.0,af
15708,buset ####### emoji_next_track_button  emoji_balance_scale emoji_libra emoji_man_bouncing_ball emoji_high_voltage emoji_aries 17####### lagi viral yee.,1.0,et
15716,emoji_latin_cross emoji_up-left_arrow emoji_record_button emoji_index_pointing_up emoji_mountain emoji_atom_symbol 17 sih keren abiss!!.,1.0,en
15717,cuman modal 25k aku udah wede jutaan di emoji_ophiuchus emoji_orthodox_cross emoji_index_pointing_up emoji_leo emoji_raised_hand emoji_church 17!.,1.0,so
15718,ubur ubur ikan guramee... emoji_victory_hand emoji_leo emoji_chains emoji_chess_pawn emoji_high_voltage emoji_double_exclamation_mark emoji_leo 17 emoji_victory_hand selalu rameee lee.,1.0,et
15722,ubur ubur ikan guramee... emoji_victory_hand emoji_fleur-de-lis emoji_keycap_4 emoji_exclamation_question_mark  emoji_male_sign emoji_play_or_pause_button emoji_cross_mark 17 emoji_victory_hand selalu rameee lee.,1.0,et
15724,ga sia sia coba main di emoji_rescue_worker's_helmet emoji_exclamation_question_mark emoji_next_track_button emoji_cancer emoji_black_small_square emoji_person_bouncing_ball 17.,1.0,ca
15732,"king aloy aja udah join di emoji_cancer emoji_keycap_6 emoji_rescue_worker's_helmet emoji_record_button emoji_pause_button emoji_information 17,kalian kapan???.",1.0,fi
15738,"di coba dulu say di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu,keren dah!.",1.0,so
15741,bonus di emoji_victory_hand emoji_check_box_with_check emoji_keycap_0 emoji_high_voltage emoji_fuel_pump emoji_hot_springs emoji_fleur-de-lis 17 emoji_victory_hand gokil sih!.,1.0,af
15752,wede di emoji_cross_mark emoji_victory_hand emoji_keycap_4 emoji_church emoji_left-right_arrow emoji_baseball 17 cepet banget!.,1.0,nl
15753,game di emoji_pause_button emoji_high_voltage emoji_keycap_0 emoji_pisces emoji_eject_button emoji_raised_hand 17 sih gokil gokil.,1.0,sl
15756,gila sih emoji_victory_hand emoji_umbrella_with_rain_drops emoji_cross_mark emoji_victory_hand emoji_right_arrow emoji_ice_skate emoji_right_arrow 17 emoji_victory_hand bagi bagi saldo gratis.,1.0,tl
15757,bonus referal di emoji_heart_suit a emoji_heart_suit l emoji_heart_suit e emoji_heart_suit x emoji_heart_suit i emoji_heart_suit s emoji_heart_suit 1 emoji_heart_suit 7 emoji_heart_suit gede coyy.,1.0,ca
15758,emoji_person_bouncing_ball emoji_male_sign emoji_down_arrow  emoji_balance_scale emoji_person_bouncing_ball emoji_person_bouncing_ball emoji_watch 17 gk pelit sama bonus.,1.0,tl
15761,optimis banget dah di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,so
15773,gila ####### emoji_aries emoji_pause_button emoji_leo emoji_cross_mark_button emoji_timer_clock emoji_play_button 17####### viral banget!.,1.0,tl
15777,skketer di emoji_left-right_arrow emoji_double_exclamation_mark emoji_left-right_arrow emoji_mountain emoji_keycap_3 emoji_snowflake 17 gokil gokil sih.,1.0,af
15790,emoji_pisces emoji_orthodox_cross emoji_sun_behind_cloud  emoji_female_sign emoji_church emoji_umbrella 17 gk pelit sama bonus.,1.0,tl
15793,proses cepat??? emoji_no_entry emoji_sun_behind_cloud emoji_writing_hand emoji_gear emoji_comet emoji_rescue_worker's_helmet 17 jagonya say.,1.0,ca
15794,"axl777 gua cba, saldo lngsg naik banyak",1.0,tl
15795,"axl777 gua coba main, saldo lgnsung nambah 3x lipat",1.0,tl
15797,"axl777 gua cba2, saldo lgnsung nambah banyak",1.0,tl
15801,axl777 aku slalu hoki bgt kalo maen dsini,1.0,so
15811,"jp non-stop di axl777, lagi gacor banget nih!",1.0,tl
15816,"ubur ubur ikan lele, emoji_umbrella_with_rain_drops  emoji_balance_scale emoji_raised_hand emoji_fast_down_button emoji_play_button emoji_exclamation_question_mark 17 nih lee!.",1.0,af
15836,fitur di alexis17 terkeren.,1.0,no
15837,gila sih profesional banget tim alexis17.,1.0,en
15838,makin cinta deh sama alexis17.,1.0,so
15841,wede di emoji_victory_hand alexis17 emoji_victory_hand cepet banget.,1.0,nl
15848,"dor doran dah di alexis17,gokil!.",1.0,so
15849,hadiah di emoji_victory_hand alexis17 emoji_victory_hand gokil2.,1.0,so
15851,sudahi galaumu mari coba di alexis17.,1.0,so
15852,tempat tergacor cuman di emoji_victory_hand alexis17 emoji_victory_hand .,1.0,ro
15854,[p][u][l][a][u][7][7][7] tampil dengan desain modern,1.0,ca
15857,saya gak nyesel coba emoji_p_button [u][l] emoji_a_button_(blood_type) [u]777,1.0,so
15868,0:18 kaga boong bree pertama kali maxwin itu di ga ru da ho ki,1.0,so
15871,axl777 tiap maen pasti hoki,1.0,fi
15872,"lu gamau jp juga diga ru da-ho ki, gua mah udah emoji_collision emoji_smiling_face_with_heart-eyes",1.0,so
15875,gua digaru da-hoki gapake pola tetep aja jp juga emoji_fire emoji_speak-no-evil_monkey,1.0,sl
15896,mantul! layanan alexis17 bikin puas.,1.0,tl
15906,kalian udah coba alexis17? recommended banget!,1.0,en
15908,"oke, bener-bener salut sama seluruh layanan uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu-!.",1.0,so
15910,"sekarang gue paham, alexis17 memang pilihan no. 1.",1.0,tl
15917,kalian udah coba emoji_yin_yang alexis17 emoji_yin_yang ? recommended banget!,1.0,en
15924,ini nih baru namanya cuan,1.0,sw
15927,edan! gede banget nih jp-nya di d e w a d o r a! emoji_ophiuchus,1.0,cy
15960,"emoji_video_game a e r o 8 8 emoji_shortcake memang oke banget, jp-nya bikin melongo! emoji_chicken",1.0,tl
15966,"sikat semua bonus di emoji_snow-capped_mountain a e r o 8 8 emoji_coconut ,auto sultan! emoji_right-facing_fist",1.0,it
15988,"emoji_slot_machine spin sekali, rezeki berkali-kali! manjurbet! emoji_collision",1.0,sl
16063,"axl777, auto cuan!",1.0,es
16069,"depo dikit, maxwin gede. aero88 the best",1.0,nl
16116,gila liat review *rrq88* bahaya bener bikin nagih,1.0,tl
16118,gokil bgt deh *rrq88*,1.0,da
16119,*rrq88* bikin nagih,1.0,tl
16151,"dora77, situs paling gacor",1.0,pt
16156,dora77 emang gachor parah,1.0,pt
16157,"dora77 aku cba2, lngsg wd gede",1.0,so
16169,gak nyangka! miya88 emoji_rainbow bikin cuan langsung masuk tanpa ribet!,1.0,tl
16176,gila sih promo nya gk abis2 [(a)] [(l)] [(e)] [(x)] [(i)] [(s)] [(1)] [(7)] .,1.0,ca
16183,weton88 keren banget emoji_smiling_face_with_smiling_eyes,1.0,af
16188,cukup setia aja di [(a)] [(l)] [(e)] [(x)] [(i)] [(s)] [(1)] [(7)] .,1.0,ca
16189,skketer di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu bagus banget.,1.0,et
16192,udah paling bener main di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,so
16195,uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu gk pelit sama bonus.,1.0,fi
16196,dp 25k wede 1jtan di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,so
16197,gila dimana mana pada ngomong alexis17 lee.,1.0,tl
16198,gilaa easy banget skketernya di[(a)] [(l)] [(e)] [(x)] [(i)] [(s)] [(1)] [(7)] .,1.0,no
16199,memang cuman [(a)] [(l)] [(e)] [(x)] [(i)] [(s)] [(1)] [(7)]  yang bisa bikin nagih!.,1.0,tl
16203,harus dan wajib coba di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,so
16204,uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu sih keren abiss!!.,1.0,fi
16205,makin cinta deh sama uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,so
16206,di sana gunung di situ gunung di tengah tengahnya ada uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,so
16231,"axl777 gachor, cuan mulu!",1.0,ro
16240,gokill gw juga maxwin digaruda-hoki modal 100doang emoji_see-no-evil_monkey emoji_fire,1.0,so
16255,"mantap sangat banggg, review mainan toy story lagi dong bang medyyy",1.0,tl
16256,langsung cobain emoji_red_heart emoji_red_heart emoji_thumbs_up s i d o 8 8 emoji_red_heart emoji_red_heart emoji_thumbs_up,1.0,tl
16264,"salut, emoji_yin_yang alexis17 emoji_yin_yang selalu on time!",1.0,et
16267,"thanks emoji_yin_yang alexis17 emoji_yin_yang , hasilnya beneran real time.",1.0,en
16316,"main di emoji_fish_cake_with_swirl a e r o 8 8 emoji_libra -auto happy, rezeki emang sudah diatur! emoji_see-no-evil_monkey",1.0,it
16319,"thanks emoji_yin_yang alexis17 emoji_yin_yang , hasilnya beneran real time.",1.0,en
16345,gua nyoba judol maen diga rudaho-ki gajian gua jdi nambah emoji_weary_cat emoji_fire,1.0,so
16352,"nggak cuma sekadar tren, uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu emang terbukti berkualitas.",1.0,et
16353,"nggak nyangka, emoji_yin_yang alexis17 emoji_yin_yang ngasih solusi yang nggak ribet.",1.0,tl
16356,"salut, emoji_yin_yang alexis17 emoji_yin_yang selalu on time!",1.0,et
16358,"nggak nyangka, alexis17! ngasih solusi yang nggak ribet.",1.0,tl
16371,bigbos99 keren emoji_red_heart emoji_red_heart,1.0,da
16375,"bahas emoji_yin_yang alexis17 emoji_yin_yang ga ada habisnya, saking bagusnya!",1.0,tl
16377,"programnya jelas, prosedurnya simple, emoji_yin_yang alexis17 emoji_yin_yang top!",1.0,ca
16381,"heboh bener, di semua platform rame soal emoji_yin_yang alexis17 emoji_yin_yang !",1.0,en
16387,cuma disitus gopay178 deposit 100rb free spin 30x,1.0,ca
16419,yang main aloy . ibot ga masuk buat tontonan,1.0,tl
16420,kalian udah coba metrowin88? recommended banget!,1.0,en
16425,nagamastoto depo 20 + 10 tanpa to,1.0,tl
16427,"new member 25+25 hanya di nagamastoto,100% bawa hoki cuma di nagamastoto",1.0,tl
16430,wede di alexis17 cepet banget!.,1.0,nl
16433,"ubur ubur ikan lele, alexis17 nih lee!.",1.0,af
16435,emoji_heart_suit a emoji_heart_suit l emoji_heart_suit e emoji_heart_suit x emoji_heart_suit i emoji_heart_suit s emoji_heart_suit 1 emoji_heart_suit 7 emoji_heart_suit tulus banget sama kita.,1.0,tl
16441,benefit alexis17 no limit!.,1.0,ro
16443,promo di alexis17 sih gk abis2.,1.0,it
16447,"emoji_high_voltage main bentar, cuan lancar! macau328 solusi sultan! emoji_money-mouth_face",1.0,ro
16482,"ikan hiu melayang layang macau328 sayang, gokil cuan uhuyyy",1.0,tl
16492,"labuan 4 d situs exclusive game slot dari server star gaming asia. promo emoji_ extar bonus 50% + 10% bonus deposit harian. event bagi - bagi bonus up to misteribox 1juta rupiah !! * min deposit  rp. 20,000.- | * min withdraw : rp. 50,000.- deposit via pulsa telkomsel & xl tanpa potongan transaksi super mudah via qris",1.0,ca
16504,sawer138 wede satset emoji_party_popper,1.0,af
16530,like video ini gesss biar trendingggg emoji_victory_hand abcd 4 d emoji_victory_hand,1.0,no
16533,11emoji_24 keren sekali permainanya !! victory_handemoji_ abcd 4 d victory_hand:,1.0,en
16535,videonya trending gesss emoji_victory_hand abcd 4 d emoji_victory_hand,1.0,en
16538,proses cepat? emoji_victory_hand abcd 4 d emoji_victory_hand jagonya!,1.0,ca
16539,keren sekali video iniii emoji_victory_hand abcd 4 d emoji_victory_hand,1.0,et
16540,02emoji_12 id baru - auto narik gess !! victory_handemoji_ abcd 4 d victory_hand:,1.0,en
16547,proses cepat? emoji_club_suit emoji_chocolate_bar lesti77 emoji_chocolate_bar emoji_club_suit jagonya!,1.0,ca
16571,"lesti77 saya suka maen di sini, gampang banget mnang",1.0,tl
16572,"i emoji_money_with_wings totally agree, g o l d 8 8 8 has some unique content worth checking out!",1.0,en
16573,w i n g s 3 6 5 must be bringing in the views. emoji_face_with_tears_of_joy emoji_hundred_points,1.0,en
16605,gila ada promo apa aja nih di #############.,1.0,sl
16607,"di coba dulu say di umuuauunuuduuauuluuiuukuuauu 7 uu7u,keren dah!.",1.0,so
16608,haadiir selalu mas mandalika77,1.0,so
16613,astaga abis wede besar di emoji_heart_suit m emoji_heart_suit a emoji_heart_suit n emoji_heart_suit d emoji_heart_suit a emoji_heart_suit l emoji_heart_suit i emoji_heart_suit k emoji_heart_suit a emoji_heart_suit 7 emoji_heart_suit 7 emoji_heart_suit .,1.0,ca
16615,benefit mandalika77 no limit!.,1.0,sq
16634,whennn yaa bisa kaya suhu2 yang wede di ###########.,1.0,so
16637,makin bangga aja si yb liat aloy makin gacorr emoji_fire emoji_fire,1.0,tl
16638,gila sih promo nya gk abis2 mandalika77.,1.0,tl
16673,"gacir banget, main di weton88",1.0,cy
16674,super super gacor thor311 semakin sukses amin,1.0,en
16731,10:23 ganyangka bakal akhirnya kaya gini -- b e r k a h 9 9 -- abangku,1.0,tl
16737,20:49 isinya daging mulu woy -- b e r k a h 9 9 --,1.0,tl
16738,kelas king,1.0,et
16743,gacorr king emoji_face_with_tears_of_joy,1.0,tl
16786,"ahmadtoto jekpot gampang banget, rugi kalo gk ikut",1.0,tl
16795,proses nya cpt bgt gile pulau777,1.0,ca
16805,pasang parley bisa di pulau777,1.0,tl
16818,ibot mang gacor emoji_face_with_tears_of_joy,1.0,tl
16838,"aero88 aku cba, saldo langsung naik 2x lipat",1.0,tl
16840,modal 50 ribu jepe lgsng wede,1.0,af
16850,senang?sudah pasti uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu ngebuat semua org senang.,1.0,et
16851,petirnya keluar terusss di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,fi
16853,gila sih profesional banget tim uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,et
16855,pelayanan uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu gk ada yang bisa lawan.,1.0,so
16857,uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu emang tergokil sih.,1.0,fi
16858,gila sih alexis17. bagi bagi saldo gratis.,1.0,tl
16859,jangan banyak pikir gass di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,so
16860,gila sih uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu baru daftar udah di kasih jepe.,1.0,so
16862,obat pusing cuman uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,so
16863,gila ada promo apa aja nih di alexis17..,1.0,sl
16864,benefit [(a)] [(l)] [(e)] [(x)] [(i)] [(s)] [(1)] [(7)]  no limit!.,1.0,ca
16866,pelayanan uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu cepet banget sih.,1.0,so
16868,wajib di coba sih di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,so
16869,"dor doran dah di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu,gokil!.",1.0,so
16873,astaga abis wede besar di [(a)] [(l)] [(e)] [(x)] [(i)] [(s)] [(1)] [(7)] .,1.0,so
16875,proses secepat kilat?cuman di [(a)] [(l)] [(e)] [(x)] [(i)] [(s)] [(1)] [(7)] .,1.0,ca
16876,"terima kasih uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu, wede besar di bayar!.",1.0,so
16878,dp kecil wede besar di uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu.,1.0,so
16879,alexis17. bagi bagi saldo gratis.,1.0,tl
16885,wede di ############# cepet banget.,1.0,nl
16897,"astaga, ramai banget komentar soal emoji_eight-spoked_asterisk mandalika77 emoji_eight-spoked_asterisk . musti cek nih.",1.0,sv
16913,"nggak nyangka, emoji_victory_hand mandalika emoji_spade_suit emoji_spade_suit emoji_victory_hand ngasih solusi yang nggak ribet.",1.0,tl
16915,kalian udah coba emoji_club_suit emoji_person_bouncing_ball mandalika emoji_up-left_arrow emoji_up-left_arrow emoji_person_bouncing_ball emoji_club_suit ? recommended banget!,1.0,en
16960,"salut, emoji_victory_hand mandalika emoji_baseball emoji_baseball emoji_victory_hand selalu on time!",1.0,et
16985,"nggak nyangka, emoji_victory_hand mandalika emoji_keycap_6 emoji_keycap_6 emoji_victory_hand ngasih solusi yang nggak ribet.",1.0,tl
16990,"salut, emoji_victory_hand mandalika emoji_watch emoji_watch emoji_victory_hand selalu on time!",1.0,et
16992,kalian udah coba emoji_club_suit emoji_rescue_worker's_helmet mandalika emoji_japanese_congratulations_button emoji_japanese_congratulations_button emoji_rescue_worker's_helmet emoji_club_suit ? recommended banget!,1.0,da
16993,"salut, emoji_victory_hand mandalika emoji_capricorn emoji_capricorn emoji_victory_hand selalu on time!",1.0,et
17025,"keren, emoji_victory_hand mandalika emoji_rescue_worker's_helmet emoji_rescue_worker's_helmet emoji_victory_hand tuh bener-bener responsif!",1.0,da
17031,"gokil, proses di emoji_victory_hand mandalika emoji_eight-spoked_asterisk emoji_eight-spoked_asterisk emoji_victory_hand memang instan banget!",1.0,no
17037,kalian udah coba emoji_club_suit emoji_aries mandalika emoji_eight-spoked_asterisk emoji_eight-spoked_asterisk emoji_aries emoji_club_suit ? recommended banget!,1.0,da
17039,"salut, emoji_victory_hand mandalika emoji_infinity emoji_infinity emoji_victory_hand selalu on time!",1.0,et
17045,proses cepat? emoji_club_suit emoji_baseball mandalika emoji_eight-spoked_asterisk emoji_eight-spoked_asterisk emoji_baseball emoji_club_suit jagonya!,1.0,et
17052,"nggak nyangka, emoji_victory_hand mandalika emoji_ice_skate emoji_ice_skate emoji_victory_hand ngasih solusi yang nggak ribet.",1.0,tl
17111,"nggak nyangka, emoji_victory_hand mandalika emoji_airplane emoji_airplane emoji_victory_hand ngasih solusi yang nggak ribet.",1.0,tl
17125,"nggak nyangka, emoji_victory_hand mandalika emoji_snowflake emoji_snowflake emoji_victory_hand ngasih solusi yang nggak ribet.",1.0,tl
17131,"salut, emoji_victory_hand mandalika emoji_medical_symbol  emoji_medical_symbol emoji_victory_hand selalu on time!",1.0,et
17135,"nggak nyangka, emoji_victory_hand mandalika emoji_umbrella_with_rain_drops emoji_umbrella_with_rain_drops emoji_victory_hand ngasih solusi yang nggak ribet.",1.0,tl
17208,"nggak nyangka, emoji_star mandalika77 emoji_star ngasih solusi yang nggak ribet.",1.0,tl
17221,ayo coba maen di [(thor311)]  yang lagi gacor kali,1.0,so
17266,"bahas emoji_victory_hand mandalika77 emoji_victory_hand ga ada habisnya, saking bagusnya!",1.0,tl
17268,"salut, emoji_star mandalika77 emoji_star selalu on time!",1.0,et
17276,mandalika77 bisa dapet motor say.,1.0,tl
17285,"gokil! jp gede banget nih di agustoto,rekor baru!",1.0,af
17315,0emoji_01 yoo coba di weton88 modal 5k aja bisa jepee star:,1.0,so
17339,yok bisa main dnd wkwkwkw,1.0,sw
17340,aloy main billiard nye mana,1.0,tl
17344,bang main free free,1.0,en
17352,"gacor bener, sketer nggak berhenti muncul",1.0,da
17362,"bener-bener situs terpercaya, recommended",1.0,da
17365,"swert bonanja gacir pol, nggak prnh zonk",1.0,sl
17369,05emoji_00 p_buttonemoji_ [u][l] a_button_(blood_type)emoji_ [u]777 hadiah besar menantimu!,1.0,hr
17372,ubur ubur ikan lele cari emoji_p_button [u][l] emoji_a_button_(blood_type) [u]777 di google leee,1.0,so
17378,saya sering balik lagi ke emoji_p_button [u][l] emoji_a_button_(blood_type) [u]777,1.0,tl
17382,ghea malca joss,0.0,pt
17384,malca dong emoji_smiling_face_with_hearts,0.0,it
17388,tetap mauuuu,0.0,fi
17390,iya lahh,0.0,so
17391,ghea emoji_thumbs_up emoji_thumbs_up emoji_thumbs_up,0.0,en
17392,ghea mantap,0.0,tl
17395,oke bg,0.0,sl
17396,nukeardla gua mh emoji_face_savoring_food emoji_zany_face,0.0,et
17398,mention_macanhoki789 emoji_dizzy emoji_star with me emoji_dizzy emoji_star,0.0,en
17399,pi0 oi 0,0.0,fi
17402,kunci fyp,0.0,sk
17403,iloveyou emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts emoji_thumbs_up,0.0,hr
17405,maica ghea nukeardilla dindanih,0.0,ro
17408,malcs is best emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts,0.0,nl
17410,tutor fyp bolo,0.0,sk
17411,gw k,0.0,pl
17412,malca dong,0.0,it
17413,mampir king emoji_smiling_face_with_hearts,0.0,tl
