Indeks,Komentar,Komentar_bersih,normal_teks,Label,Label_Validator
H-544,vaksin Sinovac disebutkan memberi efek samping pembesaran alat kelamin,vaksin sinovac disebutkan memberi efek samping pembesaran alat kelamin,vaksin sinovac disebutkan memberi efek samping pembesaran alat kelamin,2,2
H-545,Hydro Oxy Mouth Freshener Spray Dapat Cegah dan Sembuhkan Virus Covid-19,hydro oxy mouth freshener spray dapat cegah dan sembuhkan virus covid19,hydro oxy mulut freshener spray dapat cegah dan sembuhkan virus covid19,2,2
H-546,"Penerima perdana suntikan vaksin covid 19 sinovac cina,meninggal dunia",penerima perdana suntikan vaksin covid 19 sinovac cinameninggal dunia,penerima perdana suntikan vaksin covid 19 sinovac cinameninggal dunia,2,2
H-547,Video Mahfud MD Joget Setelah Membubarkan FPI,video mahfud md joget setelah membubarkan fpi,video mahfud md joget setelah membubarkan fpi,2,2
H-548,"Terkait Drone China, Prabowo Mengatakan China Adalah Negara Sahabat",terkait drone china prabowo mengatakan china adalah negara sahabat,terkait drone china Prabowo mengatakan china adalah negara sahabat,2,2
H-549,Video “Mereka lp akn kematian 6 orng.. Mrk melupakan semua itu.. Mrk asyik bersukaria”,video mereka lp akn kematian 6 orng mrk melupakan semua itu mrk asyik bersukaria,video mereka lp akan kematian 6 orang mereka melupakan semua itu mereka asyik bersukaria,2,2
H-550,"Vaksin Bermasalah dan Mengerikan, Disuntik Bisa Menjadi Sakit dan Sekarat",vaksin bermasalah dan mengerikan disuntik bisa menjadi sakit dan sekarat,vaksin bermasalah dan mengerikan disuntik bisa menjadi sakit dan sekarat,2,2
H-551,Foto Korban Banjir dan Longsor di Tanjungpinang,foto korban banjir dan longsor di tanjungpinang,foto korban banjir dan longsor di tanjungpinang,2,2
H-552,Foto Wanita Asal Australia dengan Sepasang Bayi Kembar,foto wanita asal australia dengan sepasang bayi kembar,foto wanita asal australia dengan sepasang bayi kembar,2,2
H-553,stop beli ikan dulu. terkhususnya ikan tongkol dan tembang Karena Ada pexakit Baru sekarang,stop beli ikan dulu terkhususnya ikan tongkol dan tembang karena ada pexakit baru sekarang,stop beli ikan dulu terkhususnya ikan tongkol dan tembang karena ada pexakit baru sekarang,2,2
H-554,Masjid Istiqlal Tidak Mengadakan Salat Jumat Karena Dikuasai PKI,masjid istiqlal tidak mengadakan salat jumat karena dikuasai pki,masjid istiqlal tidak mengadakan salat jumat karena dikuasai pki,2,2
H-555,"Presiden PKS, Akhmad Syaikhu Diperiksa KPK Terkait Kasus Suap Izin Rumah Sakit di Cimahi",presiden pks akhmad syaikhu diperiksa kpk terkait kasus suap izin rumah sakit di cimahi,presiden pks akhmad syaikhu diperiksa kpk terkait kasus suap izin rumah sakit di cimahi,2,2
H-556,Link Pendaftaran Bantuan UMKM,link pendaftaran bantuan umkm,tautan pendaftaran bantuan umkm,2,2
H-557,COVID-19 adalah tipuan terbesar yang pernah dilakukan dan hanya flu buruk lainnya,covid19 adalah tipuan terbesar yang pernah dilakukan dan hanya flu buruk lainnya,covid19 adalah tipuan terbesar yang pernah dilakukan dan hanya flu buruk lainnya,2,2
H-558,sakit mendadak oleh vaksin,sakit mendadak oleh vaksin,sakit mendadak oleh vaksin,2,2
H-559,Baju Fadli Zon Bertuliskan “JUBIR BOKEP,baju fadli zon bertuliskan jubir bokep,baju fadli zon bertuliskan jubir bokep,2,2
H-560,Pesan tentang Video ‘Argentina Is Doing It’ yang Dapat Retas Ponsel,pesan tentang video argentina is doing it yang dapat retas ponsel,pesan tentang video argentina adalah doing itu yang dapat retas ponsel,2,2
H-561,Video “Okey Batman sudah tiba di Capitol Hill utk bubarin demo”,video okey batman sudah tiba di capitol hill utk bubarin demo,video oke Batman sudah tiba di capitol hill untuk bubarkan demo,2,2
H-562,Hanya 13 Ribu Orang di Britania Raya yang Terinfeksi Covid-19 pada Tahun 2020,hanya 13 ribu orang di britania raya yang terinfeksi covid19 pada tahun 2020,hanya 13 ribu orang di britania raya yang terinfeksi covid19 pada tahun 2020,2,2
H-563,sekarang Nussa Rarra dilarang diproduksi,sekarang nussa rarra dilarang diproduksi,sekarang nussa rarra dilarang diproduksi,2,2
H-564,Jawa-Bali Lockdown pada Tanggal 11-25 Januari 2021,jawabali lockdown pada tanggal 1125 januari 2021,jawabali lockdown pada tanggal 1125 januari 2021,2,2
H-565,"Innalilahi, Penerima Vaksin Perdana Meninggal Dunia Usai Disuntik Pfizer",innalilahi penerima vaksin perdana meninggal dunia usai disuntik pfizer,innalillahi penerima vaksin perdana meninggal dunia usai disuntik pfizer,2,2
H-566,Ternyata VAKSIN Yg Akan Di Suntikan Ke Jokowi Berbeda,ternyata vaksin yg akan di suntikan ke jokowi berbeda,ternyata vaksin yang akan di suntikan ke Jokowi berbeda,2,2
H-567,Wakil Presiden Amerika Serikat Mike Pence Ditangkap saat Massa Memasuki Gedung Capitol,wakil presiden amerika serikat mike pence ditangkap saat massa memasuki gedung capitol,wakil presiden amerika serikat mike pence ditangkap saat massa memasuki gedung capitol,2,2
H-568,Anies Ngumpet Pura-Pura Positif Corona,anies ngumpet purapura positif corona,anies ngumpet purapura positif corona,2,2
H-569,Aturan Baru Facebook yang Menggunakan Data Pribadi Pemilik Akun,aturan baru facebook yang menggunakan data pribadi pemilik akun,aturan baru Facebook yang menggunakan data pribadi pemilik akun,2,2
H-570,"Video “antri Pemakaman Covid-19 di Tegal Alur,JKT. Hidup antri, mau dikuburpun antri.”",video antri pemakaman covid19 di tegal alurjkt hidup antri mau dikuburpun antri,video antri pemakaman covid19 di tegal alurjkt hidup antri mau dikuburpun antri,2,2
H-571,KABAR DARI INDIA: MELAWAN CORONA DENGAN MENGHIRUP UAP AIR PANAS….,kabar dari india melawan corona dengan menghirup uap air panas,kabar dari india melawan corona dengan menghirup uap air panas,2,2
H-572,Risma Joget Tanpa Menggunakan Masker,risma joget tanpa menggunakan masker,risma joget tanpa menggunakan masker,2,2
H-573,Detik-Detik Jatuhnya Pesawat Sriwijaya Air SJ 182,detikdetik jatuhnya pesawat sriwijaya air sj 182,detikdetik jatuhnya pesawat Sriwijaya air saja 182,2,2
H-574,"Rizieq Shihab Surati Jokowi, Minta Kasusnya Dihentikan",rizieq shihab surati jokowi minta kasusnya dihentikan,rizieq shihab surati Jokowi minta kasusnya dihentikan,2,2
H-575,Tiongkok dan Luhut Pandjaitan Merencanakan Pembunuhan Massal Terhadap Pribumi dengan 40 Ribu Ton Alat Tes Covid-19,tiongkok dan luhut pandjaitan merencanakan pembunuhan massal terhadap pribumi dengan 40 ribu ton alat tes covid19,tiongkok dan luhut pandjaitan merencanakan pembunuhan massal terhadap pribumi dengan 40 ribu ton alat tes covid19,2,2
H-576,21% Pasien Mengalami Efek Samping Setelah Memakai Vaksin Moderna,21 pasien mengalami efek samping setelah memakai vaksin moderna,dua puluh satu pasien mengalami efek samping setelah memakai vaksin moderna,2,2
H-577,Setengah Karyawan BTC Pangkalpinang Positif Covid-19,setengah karyawan btc pangkalpinang positif covid19,setengah karyawan btc pangkalpinang positif covid19,2,2
H-578,Pesan Berantai Rekrutmen Relawan Untuk Merawat Pasien Covid 19 di Wisma Atlet Oleh Dokter Irna,pesan berantai rekrutmen relawan untuk merawat pasien covid 19 di wisma atlet oleh dokter irna,pesan berantai rekrutmen relawan untuk merawat pasien covid 19 di wisma atlet oleh dokter irna,2,2
H-579,Proses pengangkatan badan pesawat Sriwijaya air SJ 182,proses pengangkatan badan pesawat sriwijaya air sj 182,proses pengangkatan badan pesawat Sriwijaya air saja 182,2,2
H-580,Detik detik di dalam pesawat sebelum meledak dan jatuh #pesawatjatuh #pesawatsriwijaya #sriwijayaairsj182,detik detik di dalam pesawat sebelum meledak dan jatuh,detik detik di dalam pesawat sebelum meledak dan jatuh,2,2
H-581,"ARTIKEL “TENDANG JEFF BEZOS, ELON MUSK KINI ORANG TERKAYA DI DUNIA BERKAT VTUBE”",artikel tendang jeff bezos elon musk kini orang terkaya di dunia berkat vtube,artikel tendang jeff bezos elon mask kini orang terkaya di dunia berkat vtube,2,2
H-582,"pdip menolak dng tegas hukuman mati bagi koruptor, dengan alasan semua koruptor adalah teman sehidup semati mereka…",pdip menolak dng tegas hukuman mati bagi koruptor dengan alasan semua koruptor adalah teman sehidup semati mereka,pdip menolak dng tegas hukuman mati bagi koruptor dengan alasan semua koruptor adalah teman sehidup semati mereka,2,2
H-583,Video Temuan Barang dan Puing Kecelakaan Pesawat Sriwijaya SJ182,video temuan barang dan puing kecelakaan pesawat sriwijaya sj182,video temuan barang dan puing kecelakaan pesawat Sriwijaya sj182,2,2
H-584,Rizieq Shihab Sakit yang Tidak Normal Karena Diracuni,rizieq shihab sakit yang tidak normal karena diracuni,rizieq shihab sakit yang tidak normal karena diracuni,2,2
H-585,Foto Bayi Selamat Dari Kecelakaan Pesawat Sriwijaya,foto bayi selamat dari kecelakaan pesawat sriwijaya,foto bayi selamat dari kecelakaan pesawat Sriwijaya,2,2
H-586,Video Anggota FPI Lakukan Penggerebekan,video anggota fpi lakukan penggerebekan,video anggota fpi lakukan penggerebekan,2,2
H-587,Terapi Uap Panas dan Minyak Kayu Putih Dapat Membunuh Virus Corona,terapi uap panas dan minyak kayu putih dapat membunuh virus corona,terapi uap panas dan minyak kayu putih dapat membunuh virus corona,2,2
H-588,Presiden Terpilih AS Joe Bidden Mundur Karena Alasan Kesehatan,presiden terpilih as joe bidden mundur karena alasan kesehatan,presiden terpilih as joe bidden mundur karena alasan kesehatan,2,2
H-589,Razia Anak Tidak Bermasker Akan Dikarantina,razia anak tidak bermasker akan dikarantina,razia anak tidak bermasker akan dikarantina,2,2
H-590,Jokowi Kejang dan Meninggal Dunia setelah Disuntik Vaksin,jokowi kejang dan meninggal dunia setelah disuntik vaksin,Jokowi kejang dan meninggal dunia setelah disuntik vaksin,2,2
H-591,Rekaman sebelum pesawat sriwijaya air jatuh,rekaman sebelum pesawat sriwijaya air jatuh,rekaman sebelum pesawat Sriwijaya air jatuh,2,2
H-592,Pesan Whatsapp Undangan Rakernas Peningkatan Kinerja Tenaga Kesehatan oleh Dinkes DKI,pesan whatsapp undangan rakernas peningkatan kinerja tenaga kesehatan oleh dinkes dki,pesan WhatsApp undangan rakernas peningkatan kinerja tenaga kesehatan oleh dinkes dki,2,2
H-593,Agnez Mo Bagi-Bagi Hadiah Berupa Uang Tunai,agnez mo bagibagi hadiah berupa uang tunai,agnez mau bagibagi hadiah berupa uang tunai,2,2
H-594,Video Pilot Pesawat Sriwijaya Air SJ182 Bernyanyi dengan Lagu Terakhirnya,video pilot pesawat sriwijaya air sj182 bernyanyi dengan lagu terakhirnya,video pilot pesawat Sriwijaya air sj182 bernyanyi dengan lagu terakhirnya,2,2
H-595,Jokowi Menggunakan Vaksin Buatan Eropa,jokowi menggunakan vaksin buatan eropa,Jokowi menggunakan vaksin buatan eropa,2,2
H-596,Video Evakuasi Bawah Laut Pesawat Sriwijaya Air SJ 182,video evakuasi bawah laut pesawat sriwijaya air sj 182,video evakuasi bawah laut pesawat Sriwijaya air saja 182,2,2
H-597,Rakyat Aceh menolak vaksin covid19 karena menurut para ulama Aceh itu haram,rakyat aceh menolak vaksin covid19 karena menurut para ulama aceh itu haram,rakyat aceh menolak vaksin covid19 karena menurut para ulama aceh itu haram,2,2
H-598,Pesan Whatsapp Tentang Informasi Saham oleh Ustadz Yusuf Mansur,pesan whatsapp tentang informasi saham oleh ustadz yusuf mansur,pesan WhatsApp tentang informasi saham oleh ustadz yusuf mansur,2,2
H-599,Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya,kemasan vaksin sinovac ga pake ampulan didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya,kemasan vaksin sinovac ga pake ampulan di dalam kotak vaksin sudah ada spuit khusus yang sudah ada vaksin nya,2,2
H-600,Obat Covid-19 dari Asap Batok Kelapa,obat covid19 dari asap batok kelapa,obat covid19 dari asap batok kelapa,2,2
H-601,"Jika Sudah Disuntik Vaksin Covid-19, Tidak Perlu Mematuhi Protokol Kesehatan",jika sudah disuntik vaksin covid19 tidak perlu mematuhi protokol kesehatan,jika sudah disuntik vaksin covid19 tidak perlu mematuhi protokol kesehatan,2,2
H-602,Ditolak Menaiki Pesawat Karena Terlibat Demo di Capitall Hill,ditolak menaiki pesawat karena terlibat demo di capitall hill,ditolak menaiki pesawat karena terlibat demo di capitall hill,2,2
H-603,Pesan Berantai Info Donor Plasma Oleh Blood For Life Indonesia,pesan berantai info donor plasma oleh blood for life indonesia,pesan berantai info donor plasma oleh blood untuk hidup indonesia,2,2
H-604,Potongan Video Banjir “Dengan harapan kita semua yang berada di Kalimantan Selatan air lekas surut,potongan video banjir dengan harapan kita semua yang berada di kalimantan selatan air lekas surut,potongan video banjir dengan harapan kita semua yang berada di kalimantan selatan air lekas surut,2,2
H-605,Surat Elektronik Rekrutmen Karyawan PT Paragon Pratama Teknologi,surat elektronik rekrutmen karyawan pt paragon pratama teknologi,surat elektronik rekrutmen karyawan pt paragon pratama teknologi,2,2
H-606,Kronologi Syekh Ali Jabar Wafat 2 jam sebelum beliau wafat tak disangka ternyata karna vaksin ini??,kronologi syekh ali jabar wafat 2 jam sebelum beliau wafat tak disangka ternyata karna vaksin ini,kronologi syekh ali jabar wafat dua jam sebelum beliau wafat tak disangka ternyata karena vaksin ini,2,2
H-607,Emirates Airlines Sanksi Pilot “Moneem Saheb Tabaa” yang Tolak Terbangkan Pesawat ke Israel,emirates airlines sanksi pilot moneem saheb tabaa yang tolak terbangkan pesawat ke israel,emirates airlines sanksi pilot moneem saheb tabaa yang tolak terbangkan pesawat ke israel,2,2
H-608,Video Suasana di Dalam Pesawat Sriwijaya Air SJ 182,video suasana di dalam pesawat sriwijaya air sj 182,video suasana di dalam pesawat Sriwijaya air saja 182,2,2
H-609,Ketua Fraksi PDIP saja ga mau di vaksin,ketua fraksi pdip saja ga mau di vaksin,ketua fraksi pdip saja ga mau di vaksin,2,2
H-610,Jakarta Zona Hitam,jakarta zona hitam,jakarta zona hitam,2,2
H-611,Jalan Terputus di Sendana Akibat Gempa Majene,jalan terputus di sendana akibat gempa majene,jalan terputus di sendana akibat gempa majene,2,2
H-612,Pesan Berantai Tautan Subsidi Kuota Belajar Gelombang Pertama 2021,pesan berantai tautan subsidi kuota belajar gelombang pertama 2021,pesan berantai tautan subsidi kuota belajar gelombang pertama 2021,2,2
H-613,Baim Wong Adakan Bagi-bagi Hadiah Sebesar Rp50.000.000,baim wong adakan bagibagi hadiah sebesar rp50000000,baim wong adakan bagibagi hadiah sebesar rp50000000,2,2
H-614,Video Bill Gates Rapat dengan CIA Mengenai Vaksin Pada Tahun 2005,video bill gates rapat dengan cia mengenai vaksin pada tahun 2005,video tagihan gates rapat dengan cia mengenai vaksin pada tahun 2005,2,2
H-615,Video Puluhan Santri Pingsan Setelah Vaksin Covid-19 Sinovac,video puluhan santri pingsan setelah vaksin covid19 sinovac,video puluhan santri pingsan setelah vaksin covid19 sinovac,2,2
H-616,Video Gunung Semeru di Lumajang Keluarkan Lahar Dingin,video gunung semeru di lumajang keluarkan lahar dingin,video gunung semeru di lumajang keluarkan lahar dingin,2,2
H-617,Video Jatuhnya Pesawat Indonesia,video jatuhnya pesawat indonesia,video jatuhnya pesawat indonesia,2,2
H-618,Jenazah Gempa di Mamuju Dibungkus dengan Daun Pisang,jenazah gempa di mamuju dibungkus dengan daun pisang,jenazah gempa di mamuju dibungkus dengan daun pisang,2,2
H-619,Setelah disuntik vaksin pingsan tak sadarkan diri,setelah disuntik vaksin pingsan tak sadarkan diri,setelah disuntik vaksin pingsan tak sadarkan diri,2,2
H-620,Video Astronot Australia Lompat dari Pesawat Ruang Angkasa,video astronot australia lompat dari pesawat ruang angkasa,video astronot australia lompat dari pesawat ruang angkasa,2,2
H-621,Kasdim 0817 Gresik Mayor Sugeng Riyadi meninggal akibat disuntik vaksin,kasdim 0817 gresik mayor sugeng riyadi meninggal akibat disuntik vaksin,kasdim 0817 gresik mayor sugeng riyadi meninggal akibat disuntik vaksin,2,2
H-622,Merokok Bisa Menghadang Virus Corona,merokok bisa menghadang virus corona,merokok bisa menghadang virus corona,2,2
H-623,Vaksin covid-19 itu telah bermutasi menjadi ribuan covid-19 baru di seluruh dunia,vaksin covid19 itu telah bermutasi menjadi ribuan covid19 baru di seluruh dunia,vaksin covid19 itu telah bermutasi menjadi ribuan covid19 baru di seluruh dunia,2,2
H-624,Pembagian Masker Gratis Dicampur Obat Bius,pembagian masker gratis dicampur obat bius,pembagian masker gratis dicampur obat bius,2,2
H-625,Foto Garda Nasional yang Mengamankan Acara Pelantikan Joe Biden,foto garda nasional yang mengamankan acara pelantikan joe biden,foto garda nasional yang mengamankan acara pelantikan joe biden,2,2
H-626,Cairan nya Masih Utuh Udah di Cabut Aaaja Mao Bohongin Rakyat Hadehhh,cairan nya masih utuh udah di cabut aaaja mao bohongin rakyat hadehhh,cairan nya masih utuh sudah di cabut aaaja mau bohong rakyat haduh,2,2
H-627,Potongan Video “Banjir Kalimantan Selatan #PrayForKalsel banyak sapi warga yang terhanyut”,potongan video banjir kalimantan selatan banyak sapi warga yang terhanyut,potongan video banjir kalimantan selatan banyak sapi warga yang terhanyut,2,2
H-628,"Bantuan Pulsa Sebesar Rp200 Ribu untuk Guru, Dosen, dan Pelajar",bantuan pulsa sebesar rp200 ribu untuk guru dosen dan pelajar,bantuan pulsa sebesar rp200 ribu untuk guru dosen dan pelajar,2,2
H-629,Gelang Power Balance Dapat Menyembuhkan Corona,gelang power balance dapat menyembuhkan corona,gelang kekuatan seimbang dapat menyembuhkan corona,2,2
H-630,Obat COVID-19 Dexamethasone Lebih Murah dari Harga Vaksin COVID-19,obat covid19 dexamethasone lebih murah dari harga vaksin covid19,obat covid19 dexamethasone lebih murah dari harga vaksin covid19,2,2
H-631,Ijazah SMA Jokowi Palsu,ijazah sma jokowi palsu,ijazah sma Jokowi palsu,2,2
H-632,Razia Masker Serentak di Seluruh Indonesia Dengan Denda Rp250 Ribu,razia masker serentak di seluruh indonesia dengan denda rp250 ribu,razia masker serentak di seluruh indonesia dengan denda rp250 ribu,2,2
H-633,Wilalung Demak Lur Minta Doa,wilalung demak lur minta doa,wilalung demak lu minta doa,2,2
H-634,undian Resmi Kantor Shopee Rp175 Juta,undian resmi kantor shopee rp175 juta,undian resmi kantor shopee rp175 juta,2,2
H-635,Esemka akhirnya berekspansi besar-besaran dalam proyek antariksa,esemka akhirnya berekspansi besarbesaran dalam proyek antariksa,esemka akhirnya berekspansi besarbesaran dalam proyek antariksa,2,2
H-636,"Akan Ada Gempa Lebih Besar dan Tsunami, BMKG Minta Masyarakat Keluar dari Mamuju",akan ada gempa lebih besar dan tsunami bmkg minta masyarakat keluar dari mamuju,akan ada gempa lebih besar dan tsunami bmkg minta masyarakat keluar dari mamuju,2,2
