slang,baku,index
ngalihin,mengalihkan,13713
ckrg,sekarang,13714
pagghun,panggung,13715
horek,hore,13716
4x,empat kali,13717
bogoh,cinta,13718
jalan2,jalan-jalan,13719
cenggheng,cengeng,13720
itumya,itu dia,13721
pantese,pantes,13722
menggunmn,menggunakan,13723
berlanjuuttt,berlanjut,13724
lqmq,lama,13725
publis,publikasi,13726
ne,iya,13727
kings,raja,13728
klimisssss,klimis,13733
ditiktoknya,di TikTok,13735
durabal,durasi,13736
dongsss,dong,13737
asiiikkk,asik,13741
pakein,pakai,13742
begitu2,begitu,13743
kaderrrrr,kader,13744
masalau,masalah,13747
hhii,hii,13749
hayalannya,hayalan,13750
gaaaa,ga,13751
qore,core,13753
tehhhhh,teh,13754
mantat,mantap,13757
skaliii,sekali,13759
majuiin,majuin,13761
jurusannya,jurusan,13762
anjai,anjay,13763
hmpir,hampir,13765
bjirlahhh,bijaklah,13766
apartment,apartemen,13767
infoo,info,13770
adikk,adik,13771
profilbya,profilnya,13772
gongg,gong,13774
itemin,itemkan,13775
apolah,apalah,13776
belakan,belakang,13777
komennnn,komentar,13778
menganalisist,menganalisis,13780
ngaboleh,nggak boleh,13781
bisaaaaaa,bisa,13782
khodrat,kodrat,13783
ngakakkkkkkk,ngakak,13784
iyalagi,iyalah,13786
gelii,geli,13787
gongggg,gong,13788
semama,semua,13789
sunguh,sungguh,13792
keatas,ke atas,13793
sitahu,saya tahu,13794
caerr,cair,13797
bunyiin,bunyi,13798
mbgadu,menggadu,13799
ngobat,mengobati,13800
tipwiss,tipis,13805
sprtti,seperti,13811
bkalan,bakalan,13814
ketemuu,ketemu,13816
tgl,tanggal,13818
prindapannnnnnn,perindapan,13819
hati2,hati-hati,13820
hehhehe,hehehe,13821
disana,di sana,13827
ingetinn,ingetin,13828
trrs,terus,13892
motong,memotong,13893
bohayy,bohay,13895
diyutub,di YouTube,13896
gamau,tidak mau,13897
medagri,Mendagri,13898
hahahahaha,hahaha,13901
abiezxx,abiez,13903
styl,gaya,13904
actors,aktor,13907
sjak,sudah,13908
praktekin,mempraktikkan,13910
twittter,Twitter,13911
ngerti,mengerti,13913
pnya,punya,13914
trasa,terasa,13915
pny,punya,13916
bcra,bicara,13917
ngomo,ngomong,13918
jawatengah,Jawa Tengah,13919
keliling2,keliling-keliling,13920
ganass,ganas,13922
attidude,attitude,13924
akuttt,akut,13926
twin,kembar,13927
tetenya,tete nya,13928
ketempat,ke tempat,13929
terisolir,terisolasi,13930
diitung,dihitung,13931
aimakk,aimak,13932
lhooo,lho,13933
semangattttt,semangat,13934
gatakut,gak takut,13935
kapn,kapan,13936
naww,nah,13937
cahcah,cah,13938
momoka,momo,13939
makswin,maksimal,13940
ahggggggggggggg,ah,13941
banf,ban,13942
aak,ak,13943
saudara2ku,saudara-saudara ku,13946
pesenin,pesan,13947
hasanuddin,Hasanuddin,13948
trbuktikan,terbuktikan,13950
kndom,kondom,13951
kgk,tidak,13952
kakkk,kakak,13953
allahu,Allah,13954
vadilaaa,vadila,13956
yeahh,iya,13958
welcome,selamat datang,13959
furniture,perabot,13963
bangeet,banget,13964
akcting,akting,13966
kawann,kawan,13967
krana,karena,13968
macarin,mencarikan,13969
puyy,puyuh,13970
kliatan,kelihatan,13972
gondron,gondrong,13973
darkskin,kulit gelap,13974
jakartabaik,Jakarta baik,13975
xcurang,curang,13978
cuba,coba,13979
dominn,domin,13980
sekenceng,sekencang,13982
postigan,posting,13983
gedr,gedor,13984
mach,mak,13986
juge,juga,13987
anjiiiir,anjing,13989
medaj,medal,13990
siakkkkk,siap,13991
pembelaaan,pembelaan,13993
neeee,nee,13994
madslahnya,masalahnya,13995
delok,lihat,13996
ngbikin,membuat,13997
susurumputan,susur rumput,13998
saaat,saat,14001
pndk,pendek,14002
sumpahin,sumpahi,14003
ayamm,ayam,14004
lagoe,lagu,14005
nyeu,nyu,14006
dibelahan,di belahan,14007
fenerbahce,Fenerbahçe,14008
tress,stress,14009
yd,ya,14010
subcilture,subkultur,14012
nngiss,nangis,14013
produce,produksi,14017
crispy,krispi,14022
tayangin,tayangkan,14023
polll,poll,14024
disyurga,di surga,14025
alhamdulillaah,alhamdulillah,14027
iket,ikat,14028
termsuk,termasuk,14029
kruseumangat,kru semangat,14031
miripp,mirip,14032
gedeee,gede,14033
jiujitsu,jiu jitsu,14034
iihh,ih,14038
tumbanv,tumbang,14040
aloy,aloi,14041
4no,for no,14042
pya,punya,14044
fixx,fix,14047
nnt,nanti,14048
ouas,awas,14049
wibawali,wibawa,14051
dimasukin,dimasukkan,14052
inglish,Inggris,14053
emgnya,emangnya,14054
nngs,nangis,14061
brcinta,bercinta,14063
mengina,menghina,14064
hope,harap,14067
mokad,mau mati,14069
oppa2,oppa,14070
3thun,3 tahun,14071
informasijauh,informasi jauh,14072
khuu,kamu,14073
kekayann,kekayaan,14074
bubarrr,bubar,14076
mingkin,mungkin,14078
griting,gritting,14079
diperagain,diperagakan,14080
kerras,keras,14081
renzzell,rezel,14082
comel2,comel,14083
sembunyik,sembunyi,14085
bodohhhhhhh,bodoh,14086
ngebahas,membahas,14087
majuin,maju,14089
kumisannn,kumisan,14090
openbook,open book,14091
katolikk,katolik,14094
jwatimur,jawa timur,14095
tontonen,tonton,14096
kemasuknya,kemasukannya,14097
wkwkwkwkwkwwk,wkwkwkwkwk,14098
manjah,manja,14100
fulll,full,14101
emanh,emang,14104
ygs,yang,14105
ajienk,ajing,14106
ctikk,cetak,14107
matahin,matikan,14108
bargess,barges,14109
xan,zan,14110
njiirrr,anjir,14111
taoh,tau,14113
ekkekekekkek,ekekekek,14114
najisssss,najis,14115
binantang,binatang,14117
fizik,fisik,14118
tapinyata,tapi nyata,14119
ciptain,ciptakan,14120
begindang,begadang,14121
lingery,lingerie,14122
nyewa,sewa,14126
ngangkut,angkut,14128
9,sembilan,14131
mnaa,mana,14132
bohot,banyak,14134
goplak,goblok,14135
star,bintang,14136
hnyalh,hanyalah,14137
sntuh,sentuh,14138
mesen,memesan,14139
njerr,anjir,14140
dinasty,dinasti,14142
sprtinya,sepertinya,14143
mamiii,mami,14144
knows,tahu,14146
slowmo,gerak lambat,14147
ktmu,ketemu,14148
videokolol,video konyol,14149
orang2pada,orang-orang,14153
slaah,salah,14154
dimasa,di masa,14156
korutor,koruptor,14157
naufall,naufal,14158
ngeblah,belah,14159
7k,tujuh ribu,14160
bacaa,baca,14162
berantep,berantem,14165
wekekekekkk,wekekek,14166
pacaranya,pacarnya,14170
miring2,miring,14174
boyyyyy,boy,14177
abiss,abis,14178
yappppp,yap,14180
walopun,walaupun,14181
mbak2,mbak,14182
kamuuu,kamu,14184
negara2,negara,14185
apsen,absen,14187
mentri2,menteri,14190
nawarin,menawarkan,14193
bangett,banget,14194
ngefens,ngefans,14195
dikurangin,dikurangi,14197
dikei,diberi,14199
mett,met,14200
ikeeh,ikih,14201
malmimg,malam,14203
wowwwwww,wow,14204
lalo,lalu,14205
dipusat,di pusat,14209
ber2,berdua,14210
jawaranya,jawara,14212
ssttt,sst,14214
missbrewc,missbrew,14215
mnunkin,mungkin,14218
bgaimana,bagaimana,14219
disamaiin,disamakan,14224
ngebandingin,membandingkan,14226
gosipin,menggosip,14227
targettt,target,14228
bantuin,membantu,14229
manusi,manusia,14230
smngattt,semangat,14231
jlekin,jelekin,14232
bajue,baju,14233
mediannya,median,14234
prablem,masalah,14236
menan,menanam,14237
netijen,netizen,14238
esss,es,14240
mngkilp,mengkilap,14241
security,keamanan,14242
nooooo,tidak,14243
rasaa,rasa,14245
figh,fight,14246
neko2,neko,14247
borrr,bor,14248
pftt,pasti,14249
pgen,pengen,14251
siwkdy,siwok,14253
setujuu,setuju,14256
higenis,higienis,14258
wel,well,14259
opinikku,opini,14260
siotong,sotong,14263
datangg,datang,14267
uangg,uang,14272
mayo,mayonnaise,14276
seo,SEO,14278
hohooho,hohoho,14279
hari2,hari-hari,14311
yaelaaaah,yaelah,14312
jik,jika,14314
sesakit,sesak,14315
noted,catat,14316
aduuuuhh,aduh,14317
qu,ku,14318
emmm,emm,14319
kemerah2an,kemerahan,14320
puasah,puasa,14329
ditambahin,ditambahkan,14330
indentik,identik,14331
gelpa,gelap,14332
sengklek,sengkle,14333
pasaranya,pasarannya,14334
ulangin,ulang,14335
dsini,di sini,14336
bien,baik,14337
masah,masa,14338
bahaya2,bahaya-bahaya,14339
wea,weh,14341
mevvah,mewah,14342
pinjemin,pinjamkan,14344
jti,jati,14345
sndkn,sendikan,14346
semuaaa,semua,14347
dkit,dikit,14348
hhha,haha,14350
malulah,malu,14351
anjerrr,anjing,14352
refrendum,referendum,14353
karwna,karena,14354
jooos,jos,14355
bayangin,bayangkan,14356
bikingaduh,bikin aduh,14358
bundaa,bunda,14359
eg,eh,14360
device,perangkat,14361
corners,pojok,14364
niehh,nih,14366
quester,penanya,14367
lawyer,pengacara,14370
elergi,alergi,14371
tiudr,tidur,14373
mintaa,minta,14375
jaduul,jadul,14376
berharapa,berharap,14380
ampuuunnn,ampun,14382
mahaall,mahal,14383
ngocehin,ngoceh,14385
lcehkan,lecehkan,14386
anjaayyyy,anjay,14387
udahhh,udah,14392
diacak2,diacak,14393
instinct,insting,14396
goyangg,goyang,14397
hepi,happy,14398
mendifinisikan,mendefinisikan,14399
mmluk,memiliki,14400
nyuakkk,nyuakk,14401
2rb,2000,14402
l3c3h,leceh,14405
menaikan,menaikkan,14406
timorbleste,timur leste,14408
grbang,gerbang,14410
kenaa,kena,14413
uraaaa,ura,14414
expect,mengharapkan,14416
berbondong2,berbondong-bondong,14418
rawa2,rawa,14420
purpose,tujuan,14421
mobilan,mobil,14423
gatabuena,gata buena,14424
tae,tai,14427
general,umum,14429
pilterr,filter,14430
rumahtangga,rumah tangga,14432
mengibur,menghibur,14433
blcak,black,14434
kuh,ku,14435
focus,fokus,14440
jawaaaaaaaaa,jawab,14442
pullau,pulau,14443
untung2,untung,14444
gakenal,gak kenal,14446
50k,50 ribu,14447
nutupi,menutupi,14449
yaahh,ya,14450
pukulin,pukuli,14453
yakultt,yakult,14455
brpakaian,berpakaian,14456
orangtuanya,orang tuanya,14459
ngelupainya,ngelupain,14460
misunderstanding,kesalahpahaman,14491
jugakek,juga,14492
kbykn,kebanyakan,14494
mmpunyai,mempunyai,14495
ditelapak,di telapak,14496
propler,proper,14497
dalamnys,dalamnya,14499
ditaboki,ditabok,14500
bilg,bilang,14501
sijoni,si joni,14503
temanan,teman,14506
hadee,aduh,14507
pemaian,permainan,14508
lanjutken,lanjutkan,14509
dipenipu,ditipu,14511
lawakkkk,lawak,14513
contohi,contoh,14514
opulent,o pulen,14516
smgt,semangat,14517
back,kembali,14518
molai,mulai,14519
bgsd,bangsat,14581
epmat,empat,14582
komin,komunikasi,14584
timles,timeless,14585
pemerintajan,pemerintahan,14587
tolollnya,tololnya,14588
mangkane,makanya,14589
bpaknya,bapaknya,14590
masu,masuk,14592
everything,segala sesuatu,14594
league,liga,14597
rban,ribu,14600
500rb,500 ribu,14601
korang,kalian,14605
draw,gambar,14607
keos,chaos,14608
ngambung,nyambung,14609
berapaa,berapa,14614
helergi,alergi,14615
gilak,gila,14616
bocahe,bocah,14617
sebapkan,sebabkan,14619
disamain,disamakan,14620
gadisebutin,gak disebutkan,14621
dipelukanya,dipeluknya,14622
aceeh,aceh,14623
vlogan,vlog,14624
caiirrr,cair,14625
englis,inggris,14626
lancarin,lancarkan,14629
experience,pengalaman,14630
settinga,setting,14632
semuax,semua,14633
sinih,sini,14635
pecahbanget,pecah banget,14636
nyesekk,nyesek,14637
septytank,sept tank,14638
alaaminn,amin,14643
niih,ini,14644
sbelum,sebelum,14645
eboh,heboh,14646
afaz,afas,14647
ngliat,melihat,14649
keihakuna,kehadiran,14650
hilqng,hilang,14651
dpn,depan,14652
chek,cek,14653
fly,terbang,14654
knaaalll,kenal,14656
domba2,domba-domba,14658
sparepart,suku cadang,14660
notifnya,notifikasi,14661
youtune,youtube,14663
nii,ini,14664
hujtan,hujan,14667
siteress,stres,14671
abtt,apa kabar,14673
khw,kamu,14676
emassnya,emasnya,14677
diluncurin,diluncurkan,14678
rakur,raker,14679
kondam,kondom,14681
bener,benar,14683
expresinya,ekspresinya,14684
ceplesannya,ceplosan,14685
wae,saja,14687
holyfield,Holyfield,14688
didesain,didisain,14689
winson,Winston,14690
keep,tetap,14691
daffa,Daffa,14692
ngbuat,membuat,14693
spatulanya,spatula,14695
boat,perahu,14696
maoo,mau,14698
ngegrepe,grepe,14700
pengganguran,pengangguran,14701
nerusin,melanjutkan,14702
send,kirim,14703
lovel,cinta,14704
feature,fitur,14705
membuatkami,membuat kami,14709
hwhhahhahahaha,hahaha,14710
radaa,rada,14711
jamett,jamet,14714
plosok,pelosok,14715
kalocantik,kalo cantik,14716
angkane,angkanya,14717
woiiiiiii,woi,14718
cowok2,cowok,14720
replynya,balasnya,14721
diliatin,dilihatkan,14724
yupss,yup,14732
tidakla,tidaklah,14735
sembuni,sembunyi,14736
milyaarrr,miliar,14737
becnda,bencana,14738
akbaar,akbar,14741
dibperlakukan,diperlakukan,14742
disney,Disney,14743
milihin,memilih,14745
kegedaan,kegedean,14747
habis2,habis-habis,14748
woooowww,wow,14749
tadek,tidak,14750
thnks,thanks,14751
salsabila,Salsabila,14752
gilani,Gilani,14753
bukanya,bukannya,14754
minit,menit,14755
b0k3p,bokep,14756
beatiful,beautiful,14757
ntah,entah,14758
yagasih,ya gak sih,14760
yoooo,yoo,14761
bikininya,bikini nya,14762
aseliii,aseli,14763
bellissime,bellissima,14764
hamdehh,hamdeh,14771
ambila,ambil,14774
tinggi2,tinggi,14776
beginianlah,beginian,14777
kasiiaan,kasihan,14778
wekk,wek,14779
maonya,maunya,14780
dasarr,dasar,14781
mlirik,melirik,14782
interesting,menarik,14783
meruskan,merusak,14786
brodyyyy,bro,14789
selalau,selalu,14790
rsak,rusak,14791
jawdiw,jadi,14792
adha,ada,14794
delete,hapus,14796
ulangg,ulang,14797
anyink,anjing,14798
membodohiku,membodohkan aku,14799
smarttttt,smart,14800
plzz,please,14801
tancep,tancap,14802
ekpres,ekspres,14805
ngelik,ngelek,14807
menjelekan,menjelekkan,14808
bangeeet,banget,14809
hapusin,hapus,14811
wkoakwoakw,wkwkwk,14812
ituin,itu,14814
waaaww,wow,14815
separow,separuh,14816
putihbersih,putih bersih,14817
ngingetinnya,ngingetin,14819
diladeni,dilayani,14823
annjj,anjing,14824
chennal,channel,14825
belagoo,belagu,14826
berkpntingan,berkepentingan,14827
bohongin,bohong,14828
laporkn,laporkan,14829
jodohin,jodohkan,14831
ukuranya,ukurannya,14832
ngelem,menempel,14834
bapu,bapak,14835
punyaaa,punya,14837
dilingkungannya,di lingkungannya,14838
70bg,70,14840
regg,reg,14843
menggatelkan,menggatal,14845
tmbah,tambah,14846
kalh,kalah,14847
smailing,smiling,14849
sekrng,sekarang,14851
tengah2,tengah-tengah,14852
ngusir,mengusir,14853
gemdud,gendut,14854
pinjeman,pinjaman,14855
brpan,berpan,14856
rumh,rumah,14857
mntp,mantap,14858
meraykan,merayakan,14861
emak2,emak-emak,14862
meu,me,14863
use,gunakan,14865
agamaaaa,agama,14867
kmrin,kemarin,14868
nyoe,nyo,14869
tanyaaa,tanya,14873
kaaaaan,kan,14874
bgmn,bagaimana,14875
tuch,tuh,14876
wouuuhhhh,wouuh,14878
cwek,cewek,14881
ngatasin,mengatasi,14883
salma,Salma,14884
taulah,tahu,14887
ngarepin,mengharapkan,14888
diganti2,diganti-ganti,14889
ngew,nge,14891
berfikiran,berpikiran,14892
longar,longgar,14894
countries,negara,14895
warr,war,14898
kemanapun,ke mana pun,14899
tanye,tanya,14900
eeh,eh,14901
yk,ya kan,14902
mksdny,maksudnya,14903
theyre,they're,14907
salahin,salahkan,14908
gelikkkk,gelik,14909
mengcounter,menghitung,14912
btl,betul,14913
direction,arah,14915
shooting,penembakan,14916
160m,160 meter,14917
sabaarrr,sabar,14918
nyerna,mencerna,14919
ehan,eh,14921
apadanya,apa adanya,14922
bgn,bangun,14923
astefiroloh,astagfirullah,14924
wkwkwkwmwkkwmwmwmwkwkwk,wkwkwkw,14925
anake,anak,14928
tetorial,tutorial,14930
kaknya,kakaknya,14931
broo,bro,14932
sayangkuu,sayangku,14933
wahahahaduhhh,wahahaha,14935
ahhhhhhh,ah,14936
lepasni,lepas ini,14937
orgtua,ortu,14938
mkin,makin,14941
silit,silet,14942
women,wanita,14945
queeeen,queen,14946
setorry,story,14947
waao,wow,14948
huahahhaahha,huahahaha,14953
tetetk,tetek,14955
jamm,jam,14956
ridwan,Ridwan,14957
ilove,saya cinta,14959
tantee,tante,14962
nagis,nangis,14963
plane,pesawat,14965
tengang,tenang,14967
setengh,setengah,14968
basically,pada dasarnya,14969
mantulity,mantul,14972
purel,pure,14973
emngny,emangnya,14974
cepotan,cepat,14976
dule,duel,14979
mati2an,mati-matian,14983
kejamm,kejam,14984
gblg,goblok,14986
kalii,kali,14988
boke,bokeh,14990
muuuaaaaantuuuuul,mantul,14991
berhati2,berhati-hati,14993
mwkli,mau kali,14994
mncappp,mentap,14995
cyak,syak,14996
follower,pengikut,14998
bertamabah,bertambah,15000
sejahra,sejahtera,15001
ngonku,ngomongku,15002
komenenan,komentar,15003
offff,off,15004
khoek,kho,15005
retta,retak,15007
sempurnaaa,sempurna,15008
harusss,harus,15010
pihan,pilihan,15011
8mwnit,8 menit,15014
sedii,sedih,15016
gble,gaboleh,15017
sayaa,saya,15018
ramehin,ramekan,15019
riweuh,riuh,15020
lengenda,legenda,15022
geus,sudah,15023
sadbor,sadar,15024
merekaaaaa,mereka,15025
nakutin,menakutkan,15026
semualah,semua,15028
gintingg,ginting,15029
bangzaaaaaddd,bangsat,15031
dindonesia,di Indonesia,15034
ujntuk,untuk,15035
sakola,sekolah,15036
shg,sehingga,15038
kepimpinan,kepemimpinan,15039
bngetz,banget,15040
sanalah,di sana,15042
nasip,nasib,15043
meninggall,meninggal,15045
baiik,baik,15046
rilex,relaks,15048
camera,kamera,15049
jjah,jah,15051
rezaaaaaaa,reza,15052
grbek,gerebek,15054
mrknyg,mereka yang,15056
cantii,cantik,15058
opramini,opera mini,15060
3mnit,3 menit,15061
itula,itulah,15063
bebes,bebas,15066
woiiii,woi,15067
sekaliankenapa,sekaliankanapa,15068
iput,input,15069
penyebah,penyembah,15071
should,seharusnya,15072
dichannel,di channel,15074
ngerasaaa,ngerasa,15075
punye,punya,15076
buruu,buruh,15078
sawahe,sawah,15082
masa2,masa-masa,15083
ttep,tetap,15084
norwey,Norwegia,15085
ggra,gara-gara,15086
warganyo,warganya,15089
selebbbb,seleb,15091
bejad,bejat,15093
aduhhhhhhhh,aduh,15096
preeettttt,pret,15099
himee,hime,15103
idealiss,idealis,15104
blue,biru,15108
ngatuk,ngantuk,15112
pashal,paskah,15113
anjil,anjing,15116
naaaw,nah,15117
blackhole,lubang hitam,15118
playgiat,playground,15119
gayamuu,gayamu,15120
kosonh,kosong,15125
bcnda,bencana,15126
rasanyaaa,rasanya,15127
jahajajjjj,jahaja,15128
bziirrrr,buzzer,15131
heeeemm,hemm,15132
ok2,oke,15133
kerreeen,keren,15135
perbutan,perbuatan,15138
syaaang,sayang,15139
blaming,menyalahkan,15141
datengin,datang,15142
tobatt,tobat,15144
nyoooo,nyo,15145
even,bahkan,15149
beza,beda,15150
mony,money,15154
mauu,mau,15155
googling,mencari di Google,15156
berunei,beruang,15157
ngikngik,ngik-ngik,15158
puffttttt,puff,15161
ignore,abaikan,15162
estrovertida,ekstrovert,15163
nagihh,nagih,15164
mengko,nanti,15165
perlukan,perlu,15166
manusia2nya,manusianya,15167
mantong,mantap,15168
kirain,kira-kira,15169
klk,kali,15170
kerudungny,kerudungnya,15172
duat,dua,15173
anjjjh,anjing,15174
4ev,selamanya,15177
sejagad,sejagat,15180
pokonya,pokoknya,15182
bakmie,bakmi,15185
morning,pagi,15186
hadju,haji,15187
potential,potensial,15188
yanyain,nyanyikan,15190
apalahhh,apalah,15191
diduniawi,duniawi,15192
work,kerja,15194
15mnit,15 menit,15195
agama2,agama-agama,15196
pulupulu,pulu-pulu,15198
samma,sama,15200
tante2,tante-tante,15201
umumin,umumkan,15203
temenaaaannn,teman,15204
bdn,badan,15205
robah,ubah,15207
halikk,halik,15241
sekaliiii,sekali,15242
six,enam,15243
usik2,usik,15244
perbaaiki,perbaiki,15245
toketnyee,toketnya,15247
sexoy,sexy,15248
chikka,cika,15249
kontrn,kontra,15250
gr2,gara-gara,15251
games,permainan,15253
izharr,izhar,15254
insya,insya Allah,15256
wii,kami,15257
jak,jakarta,15258
jauh2in,jauhkan,15259
ditontonn,ditonton,15260
pansila,Pancasila,15261
janag,jangan,15262
wujut,wujud,15263
utub,YouTube,15265
semawur,semrawut,15266
nengangkat,mengangkat,15269
anjy,anjing,15271
cnnntikkk,cantik,15272
balesann,balasan,15273
dhan,dan,15274
bluun,belum,15275
kilometers,kilometer,15278
youtubennya,youtubenya,15280
ello,halo,15281
tua2,tua-tua,15282
speaking,berbicara,15284
drenase,drainase,15285
stoplah,berhentilah,15286
gitu2an,begitu-begitu,15289
ngintip,mengintip,15290
kayae,kayak,15292
hadeuuuuh,haduh,15293
berpaedah,bermanfaat,15296
trnyata,ternyata,15297
gennya,gen,15302
thing,hal,15303
wlpn,walaupun,15305
spoken,berbicara,15306
ajakah,saja kah,15308
duaratus,dua ratus,15309
sprit,spirit,15311
fkis,fiks,15313
agak2,agak-agak,15314
yss,iya,15315
ngecopy,menyalin,15317
lucu2an,lucu-lucuan,15318
punishment,hukuman,15319
komennn,komentar,15321
